#SAMPLE_ID	POPULATION_ID	SUPERPOPULATION_ID	GENDER
HGDP00895	Russian	EUROPE	male
HGDP00896	Russian	EUROPE	male
HGDP00897	Russian	EUROPE	male
HGDP00898	Russian	EUROPE	female
HGDP00899	Russian	EUROPE	female
HGDP00900	Russian	EUROPE	male
HGDP00901	Russian	EUROPE	female
HGDP00902	Russian	EUROPE	female
HGDP00903	Russian	EUROPE	female
HGDP00904	Mandenka	AFRICA	male
HGDP00905	Mandenka	AFRICA	male
HGDP00906	Mandenka	AFRICA	male
HGDP00907	Mandenka	AFRICA	male
HGDP00908	Mandenka	AFRICA	male
HGDP00909	Mandenka	AFRICA	female
HGDP00910	Mandenka	AFRICA	female
HGDP00911	Mandenka	AFRICA	male
HGDP00912	Mandenka	AFRICA	male
HGDP00913	Mandenka	AFRICA	male
HGDP00914	Mandenka	AFRICA	female
HGDP00915	Mandenka	AFRICA	female
HGDP00917	Mandenka	AFRICA	female
HGDP00918	Mandenka	AFRICA	female
HGDP00920	Yoruba	AFRICA	female
HGDP00924	Yoruba	AFRICA	female
HGDP00925	Yoruba	AFRICA	female
HGDP00926	Yoruba	AFRICA	female
HGDP00927	Yoruba	AFRICA	male
HGDP00928	Yoruba	AFRICA	female
HGDP00929	Yoruba	AFRICA	male
HGDP00930	Yoruba	AFRICA	male
HGDP00931	Yoruba	AFRICA	male
HGDP00932	Yoruba	AFRICA	male
HGDP00933	Yoruba	AFRICA	female
HGDP00934	Yoruba	AFRICA	female
HGDP00935	Yoruba	AFRICA	female
HGDP00936	Yoruba	AFRICA	male
HGDP00937	Yoruba	AFRICA	male
HGDP00938	Yoruba	AFRICA	female
HGDP00939	Yoruba	AFRICA	female
HGDP00940	Yoruba	AFRICA	male
HGDP00941	Yoruba	AFRICA	male
HGDP00942	Yoruba	AFRICA	male
HGDP00943	Yoruba	AFRICA	male
HGDP00944	Yoruba	AFRICA	male
HGDP00945	Yakut	EAST_ASIA	male
HGDP00946	Yakut	EAST_ASIA	male
HGDP00947	Yakut	EAST_ASIA	male
HGDP00948	Yakut	EAST_ASIA	male
HGDP00949	Yakut	EAST_ASIA	male
HGDP00950	Yakut	EAST_ASIA	male
HGDP00951	Yakut	EAST_ASIA	male
HGDP00952	Yakut	EAST_ASIA	male
HGDP00953	Yakut	EAST_ASIA	male
HGDP00954	Yakut	EAST_ASIA	male
HGDP00955	Yakut	EAST_ASIA	female
HGDP00956	Yakut	EAST_ASIA	female
HGDP00957	Yakut	EAST_ASIA	female
HGDP00958	Yakut	EAST_ASIA	male
HGDP00959	Yakut	EAST_ASIA	female
HGDP00960	Yakut	EAST_ASIA	male
HGDP00961	Yakut	EAST_ASIA	male
HGDP00962	Yakut	EAST_ASIA	male
HGDP00963	Yakut	EAST_ASIA	female
HGDP00964	Yakut	EAST_ASIA	male
HGDP00965	Yakut	EAST_ASIA	male
HGDP00966	Yakut	EAST_ASIA	female
HGDP00967	Yakut	EAST_ASIA	female
HGDP00968	Yakut	EAST_ASIA	male
HGDP00969	Yakut	EAST_ASIA	male
HGDP00970	Colombian	AMERICA	female
HGDP00971	Han	EAST_ASIA	male
HGDP00972	Han	EAST_ASIA	female
HGDP00973	Han	EAST_ASIA	male
HGDP00974	Han	EAST_ASIA	female
HGDP00975	Han	EAST_ASIA	female
HGDP00976	Han	EAST_ASIA	female
HGDP00977	Han	EAST_ASIA	male
HGDP00982	Mbuti	AFRICA	male
HGDP00984	Mbuti	AFRICA	male
HGDP00985	Biaka	AFRICA	male
HGDP00986	Biaka	AFRICA	male
HGDP00987	San	AFRICA	male
HGDP00991	San	AFRICA	male
HGDP00992	San	AFRICA	male
HGDP00993	BantuSouthAfrica	AFRICA	male
HGDP00994	BantuSouthAfrica	AFRICA	male
HGDP00995	Karitiana	AMERICA	female
HGDP00998	Karitiana	AMERICA	male
HGDP00999	Karitiana	AMERICA	female
HGDP01001	Karitiana	AMERICA	female
HGDP01009	Karitiana	AMERICA	male
HGDP01010	Karitiana	AMERICA	female
HGDP01012	Karitiana	AMERICA	male
HGDP01013	Karitiana	AMERICA	male
HGDP01014	Karitiana	AMERICA	female
HGDP01015	Karitiana	AMERICA	male
HGDP01018	Karitiana	AMERICA	female
HGDP01019	Karitiana	AMERICA	male
HGDP01021	Han	EAST_ASIA	female
HGDP01023	Han	EAST_ASIA	female
HGDP01027	Bougainville	OCEANIA	female
HGDP01028	BantuSouthAfrica	AFRICA	male
HGDP01029	San	AFRICA	male
HGDP01030	BantuSouthAfrica	AFRICA	male
HGDP01031	BantuSouthAfrica	AFRICA	male
HGDP01032	San	AFRICA	male
HGDP01033	BantuSouthAfrica	AFRICA	male
HGDP01034	BantuSouthAfrica	AFRICA	male
HGDP01035	BantuSouthAfrica	AFRICA	male
HGDP01036	San	AFRICA	male
HGDP01037	Pima	AMERICA	male
HGDP01041	Pima	AMERICA	female
HGDP01043	Pima	AMERICA	male
HGDP01044	Pima	AMERICA	female
HGDP01047	Pima	AMERICA	male
HGDP01050	Pima	AMERICA	male
HGDP01053	Pima	AMERICA	female
HGDP01055	Pima	AMERICA	male
HGDP01056	Pima	AMERICA	female
HGDP01057	Pima	AMERICA	male
HGDP01058	Pima	AMERICA	female
HGDP01059	Pima	AMERICA	male
HGDP01060	Pima	AMERICA	male
HGDP01062	Sardinian	EUROPE	female
HGDP01063	Sardinian	EUROPE	male
HGDP01064	Sardinian	EUROPE	female
HGDP01065	Sardinian	EUROPE	female
HGDP01066	Sardinian	EUROPE	male
HGDP01067	Sardinian	EUROPE	male
HGDP01068	Sardinian	EUROPE	female
HGDP01069	Sardinian	EUROPE	male
HGDP01070	Sardinian	EUROPE	female
HGDP01071	Sardinian	EUROPE	male
HGDP01072	Sardinian	EUROPE	female
HGDP01073	Sardinian	EUROPE	male
HGDP01074	Sardinian	EUROPE	female
HGDP01075	Sardinian	EUROPE	male
HGDP01076	Sardinian	EUROPE	male
HGDP01077	Sardinian	EUROPE	male
HGDP01078	Sardinian	EUROPE	female
HGDP01079	Sardinian	EUROPE	male
HGDP01081	Mbuti	AFRICA	male
HGDP01086	Biaka	AFRICA	male
HGDP01090	Biaka	AFRICA	male
HGDP01094	Biaka	AFRICA	male
HGDP01095	Tujia	EAST_ASIA	male
HGDP01096	Tujia	EAST_ASIA	male
HGDP01098	Tujia	EAST_ASIA	female
HGDP01099	Tujia	EAST_ASIA	male
HGDP01100	Tujia	EAST_ASIA	male
HGDP01101	Tujia	EAST_ASIA	male
HGDP01102	Tujia	EAST_ASIA	male
HGDP01103	Tujia	EAST_ASIA	male
HGDP01104	Tujia	EAST_ASIA	male
HGDP01149	BergamoItalian	EUROPE	male
HGDP01151	BergamoItalian	EUROPE	male
HGDP01152	BergamoItalian	EUROPE	male
HGDP01153	BergamoItalian	EUROPE	male
HGDP01155	BergamoItalian	EUROPE	male
HGDP01156	BergamoItalian	EUROPE	female
HGDP01157	BergamoItalian	EUROPE	female
HGDP01161	Tuscan	EUROPE	male
HGDP01162	Tuscan	EUROPE	male
HGDP01163	Tuscan	EUROPE	male
HGDP01164	Tuscan	EUROPE	male
HGDP01166	Tuscan	EUROPE	male
HGDP01167	Tuscan	EUROPE	male
HGDP01168	Tuscan	EUROPE	female
HGDP01169	Tuscan	EUROPE	female
HGDP01171	BergamoItalian	EUROPE	female
HGDP01172	BergamoItalian	EUROPE	female
HGDP01173	BergamoItalian	EUROPE	male
HGDP01174	BergamoItalian	EUROPE	male
HGDP01177	BergamoItalian	EUROPE	female
HGDP01179	Yi	EAST_ASIA	male
HGDP01180	Yi	EAST_ASIA	male
HGDP01181	Yi	EAST_ASIA	male
HGDP01182	Yi	EAST_ASIA	male
HGDP01183	Yi	EAST_ASIA	male
HGDP01184	Yi	EAST_ASIA	male
HGDP01185	Yi	EAST_ASIA	male
HGDP01186	Yi	EAST_ASIA	male
HGDP01187	Yi	EAST_ASIA	male
HGDP01188	Yi	EAST_ASIA	female
HGDP01189	Miao	EAST_ASIA	male
HGDP01190	Miao	EAST_ASIA	male
HGDP01191	Miao	EAST_ASIA	male
HGDP01192	Miao	EAST_ASIA	male
HGDP01193	Miao	EAST_ASIA	male
HGDP01194	Miao	EAST_ASIA	male
HGDP01195	Miao	EAST_ASIA	male
HGDP01196	Miao	EAST_ASIA	female
HGDP01197	Miao	EAST_ASIA	female
HGDP01198	Miao	EAST_ASIA	female
HGDP01199	Mandenka	AFRICA	male
HGDP01200	Mandenka	AFRICA	male
HGDP01201	Mandenka	AFRICA	female
HGDP01202	Mandenka	AFRICA	male
HGDP01203	Oroqen	EAST_ASIA	male
HGDP01204	Oroqen	EAST_ASIA	male
HGDP01205	Oroqen	EAST_ASIA	male
HGDP01206	Oroqen	EAST_ASIA	male
HGDP01207	Oroqen	EAST_ASIA	male
HGDP01208	Oroqen	EAST_ASIA	male
HGDP01209	Oroqen	EAST_ASIA	female
HGDP01211	Oroqen	EAST_ASIA	female
HGDP01212	Oroqen	EAST_ASIA	female
HGDP01213	Daur	EAST_ASIA	male
HGDP01214	Daur	EAST_ASIA	male
HGDP01215	Daur	EAST_ASIA	female
HGDP01216	Daur	EAST_ASIA	male
HGDP01217	Daur	EAST_ASIA	male
HGDP01218	Daur	EAST_ASIA	male
HGDP01220	Daur	EAST_ASIA	male
HGDP01221	Daur	EAST_ASIA	male
HGDP01222	Daur	EAST_ASIA	female
HGDP01223	Mongolian	EAST_ASIA	female
HGDP01224	Mongolian	EAST_ASIA	male
HGDP01225	Mongolian	EAST_ASIA	male
HGDP01227	Mongolian	EAST_ASIA	male
HGDP01228	Mongolian	EAST_ASIA	male
HGDP01229	Mongolian	EAST_ASIA	male
HGDP01230	Mongolian	EAST_ASIA	male
HGDP01231	Mongolian	EAST_ASIA	female
HGDP01232	Mongolian	EAST_ASIA	female
HGDP01233	Hezhen	EAST_ASIA	male
HGDP01234	Hezhen	EAST_ASIA	female
HGDP01236	Hezhen	EAST_ASIA	male
HGDP01237	Hezhen	EAST_ASIA	male
HGDP01238	Hezhen	EAST_ASIA	female
HGDP01239	Hezhen	EAST_ASIA	male
HGDP01240	Hezhen	EAST_ASIA	male
HGDP01241	Hezhen	EAST_ASIA	male
HGDP01242	Hezhen	EAST_ASIA	female
HGDP01243	Xibo	EAST_ASIA	male
HGDP01244	Xibo	EAST_ASIA	male
HGDP01245	Xibo	EAST_ASIA	male
HGDP01246	Xibo	EAST_ASIA	male
HGDP01247	Xibo	EAST_ASIA	male
HGDP01248	Xibo	EAST_ASIA	male
HGDP01249	Xibo	EAST_ASIA	male
HGDP01250	Xibo	EAST_ASIA	male
HGDP01251	Xibo	EAST_ASIA	female
HGDP01253	Mozabite	MIDDLE_EAST	male
HGDP01254	Mozabite	MIDDLE_EAST	female
HGDP01255	Mozabite	MIDDLE_EAST	male
HGDP01256	Mozabite	MIDDLE_EAST	male
HGDP01257	Mozabite	MIDDLE_EAST	male
HGDP01258	Mozabite	MIDDLE_EAST	male
HGDP01259	Mozabite	MIDDLE_EAST	male
HGDP01260	Mozabite	MIDDLE_EAST	male
HGDP01261	Mozabite	MIDDLE_EAST	male
HGDP01262	Mozabite	MIDDLE_EAST	male
HGDP01263	Mozabite	MIDDLE_EAST	male
HGDP01264	Mozabite	MIDDLE_EAST	male
HGDP01265	Mozabite	MIDDLE_EAST	male
HGDP01266	Mozabite	MIDDLE_EAST	male
HGDP01267	Mozabite	MIDDLE_EAST	female
HGDP01268	Mozabite	MIDDLE_EAST	male
HGDP01269	Mozabite	MIDDLE_EAST	male
HGDP01270	Mozabite	MIDDLE_EAST	female
HGDP01271	Mozabite	MIDDLE_EAST	male
HGDP01272	Mozabite	MIDDLE_EAST	male
HGDP01274	Mozabite	MIDDLE_EAST	female
HGDP01275	Mozabite	MIDDLE_EAST	female
HGDP01276	Mozabite	MIDDLE_EAST	female
HGDP01277	Mozabite	MIDDLE_EAST	female
HGDP01279	Mozabite	MIDDLE_EAST	male
HGDP01280	Mozabite	MIDDLE_EAST	female
HGDP01282	Mozabite	MIDDLE_EAST	male
HGDP01283	Mandenka	AFRICA	male
HGDP01284	Mandenka	AFRICA	male
HGDP01285	Mandenka	AFRICA	male
HGDP01286	Mandenka	AFRICA	male
HGDP01287	NorthernHan	EAST_ASIA	female
HGDP01288	NorthernHan	EAST_ASIA	male
HGDP01289	NorthernHan	EAST_ASIA	male
HGDP01290	NorthernHan	EAST_ASIA	male
HGDP01291	NorthernHan	EAST_ASIA	female
HGDP01292	NorthernHan	EAST_ASIA	male
HGDP01293	NorthernHan	EAST_ASIA	male
HGDP01294	NorthernHan	EAST_ASIA	male
HGDP01295	NorthernHan	EAST_ASIA	male
HGDP01296	NorthernHan	EAST_ASIA	male
HGDP01297	Uygur	CENTRAL_SOUTH_ASIA	male
HGDP01298	Uygur	CENTRAL_SOUTH_ASIA	male
HGDP01299	Uygur	CENTRAL_SOUTH_ASIA	male
HGDP01300	Uygur	CENTRAL_SOUTH_ASIA	male
HGDP01301	Uygur	CENTRAL_SOUTH_ASIA	male
HGDP01302	Uygur	CENTRAL_SOUTH_ASIA	male
HGDP01303	Uygur	CENTRAL_SOUTH_ASIA	male
HGDP01304	Uygur	CENTRAL_SOUTH_ASIA	male
HGDP01305	Uygur	CENTRAL_SOUTH_ASIA	female
HGDP01306	Uygur	CENTRAL_SOUTH_ASIA	female
HGDP01307	Dai	EAST_ASIA	male
HGDP01308	Dai	EAST_ASIA	male
HGDP01309	Dai	EAST_ASIA	male
HGDP01310	Dai	EAST_ASIA	male
HGDP01311	Dai	EAST_ASIA	male
HGDP01312	Dai	EAST_ASIA	male
HGDP01313	Dai	EAST_ASIA	male
HGDP01314	Dai	EAST_ASIA	female
HGDP01315	Dai	EAST_ASIA	female
HGDP01317	Lahu	EAST_ASIA	male
HGDP01318	Lahu	EAST_ASIA	male
HGDP01319	Lahu	EAST_ASIA	male
HGDP01320	Lahu	EAST_ASIA	male
HGDP01321	Lahu	EAST_ASIA	male
HGDP01322	Lahu	EAST_ASIA	male
HGDP01323	Lahu	EAST_ASIA	female
HGDP01326	Lahu	EAST_ASIA	male
HGDP01327	She	EAST_ASIA	male
HGDP01328	She	EAST_ASIA	male
HGDP01329	She	EAST_ASIA	male
HGDP01330	She	EAST_ASIA	male
HGDP01331	She	EAST_ASIA	male
HGDP01332	She	EAST_ASIA	male
HGDP01333	She	EAST_ASIA	male
HGDP01334	She	EAST_ASIA	female
HGDP01335	She	EAST_ASIA	female
HGDP01336	She	EAST_ASIA	female
HGDP01337	Naxi	EAST_ASIA	male
HGDP01338	Naxi	EAST_ASIA	male
HGDP01339	Naxi	EAST_ASIA	male
HGDP01340	Naxi	EAST_ASIA	male
HGDP01341	Naxi	EAST_ASIA	male
HGDP01342	Naxi	EAST_ASIA	male
HGDP01345	Naxi	EAST_ASIA	female
HGDP01346	Naxi	EAST_ASIA	female
HGDP01347	Tu	EAST_ASIA	male
HGDP01348	Tu	EAST_ASIA	male
HGDP01349	Tu	EAST_ASIA	male
HGDP01350	Tu	EAST_ASIA	male
HGDP01351	Tu	EAST_ASIA	male
HGDP01352	Tu	EAST_ASIA	male
HGDP01353	Tu	EAST_ASIA	male
HGDP01354	Tu	EAST_ASIA	female
HGDP01355	Tu	EAST_ASIA	female
HGDP01356	Tu	EAST_ASIA	female
HGDP01357	Basque	EUROPE	male
HGDP01358	Basque	EUROPE	male
HGDP01359	Basque	EUROPE	male
HGDP01360	Basque	EUROPE	male
HGDP01361	Basque	EUROPE	male
HGDP01362	Basque	EUROPE	male
HGDP01363	Basque	EUROPE	female
HGDP01364	Basque	EUROPE	male
HGDP01365	Basque	EUROPE	female
HGDP01366	Basque	EUROPE	female
HGDP01367	Basque	EUROPE	female
HGDP01368	Basque	EUROPE	female
HGDP01369	Basque	EUROPE	female
HGDP01370	Basque	EUROPE	male
HGDP01372	Basque	EUROPE	male
HGDP01373	Basque	EUROPE	female
HGDP01374	Basque	EUROPE	male
HGDP01375	Basque	EUROPE	male
HGDP01376	Basque	EUROPE	male
HGDP01377	Basque	EUROPE	male
HGDP01378	Basque	EUROPE	male
HGDP01379	Basque	EUROPE	male
HGDP01380	Basque	EUROPE	female
HGDP01382	Adygei	EUROPE	female
HGDP01383	Adygei	EUROPE	male
HGDP01384	Adygei	EUROPE	female
HGDP01385	Adygei	EUROPE	male
HGDP01386	Adygei	EUROPE	female
HGDP01387	Adygei	EUROPE	female
HGDP01388	Adygei	EUROPE	female
HGDP01396	Adygei	EUROPE	male
HGDP01397	Adygei	EUROPE	male
HGDP01398	Adygei	EUROPE	female
HGDP01399	Adygei	EUROPE	female
HGDP01400	Adygei	EUROPE	female
HGDP01401	Adygei	EUROPE	female
HGDP01402	Adygei	EUROPE	male
HGDP01403	Adygei	EUROPE	male
HGDP01404	Adygei	EUROPE	male
HGDP01405	BantuKenya	AFRICA	male
HGDP01406	BantuKenya	AFRICA	male
HGDP01408	BantuKenya	AFRICA	male
HGDP01411	BantuKenya	AFRICA	male
HGDP01412	BantuKenya	AFRICA	male
HGDP01414	BantuKenya	AFRICA	female
HGDP01415	BantuKenya	AFRICA	male
HGDP01416	BantuKenya	AFRICA	male
HGDP01417	BantuKenya	AFRICA	male
HGDP01418	BantuKenya	AFRICA	male
HGDP01419	BantuKenya	AFRICA	male
